title,genre,director,country,year,Rate IMDb
Девичья весна,комедия   музыкальный фильм,Вениамин Дорман   Генрих Оганесян,СССР,1960,6.0
Девочка у моей двери,драма,Джули Чун,Республика Корея,2014,7.0
Девочка со спичками,драма,Жан Ренуар Жан Тедеско,Франция,1928,7.1
Девочка против монстра,комедия фэнтези приключения семейный,Стюарт Гиллард,США,2012,5.3
Девочка по соседству,драматический фильм,Люсиус Хендерсон,США,1912,5.7
Девочка по имени Варпу,драматический фильм [1]  и  социальный фильм [d],Селма Вилхунен [1],Финляндия [1]   Дания,23 сентября   2016 [1],6.8
Девочка по вызову,драма,Микаэль Марсимаин,Швеция,2012,6.5
Девственница среди живых мертвецов,фильм ужасов эротический фильм,Хесус Франко Жан Роллен Пьерр Кверут,Франция Италия Бельгия Лихтенштейн,1973,4.9
Девочки хотят повеселиться,"комедия ,  мелодрама ,  музыкальный",Алан Меттер,США,1985,6.0
Девушка в голубом,"кинокомедия ,  мелодрама",Отакар Вавра,Чехословакия  ( Протекторат Богемии и Моравии ),1940,7.2
Девушка в газетных заголовках,детектив мистика криминал драма,Майкл Трумэн,Великобритания,1963,6.4
Девушка в бегах,Фильм нуар,Артур Дж. Бекхард Джозеф Ли,США,1953,5.1
Девушка Бобби,мелодрама,Джереми Каган,Ирландия,,6.6
Девушка без комплексов,комедия,Джадд Апатоу,США,2015,6.2
Девушка без адреса,лирическая комедия,Эльдар Рязанов,СССР,1957,7.1
Девушка Араратской долины,комедия,Амо Бек-Назарян,СССР,1949,4.0
Девушка,биографическая   драма,Джулиан Джаррольд,Великобритания,,6.2
Девушка,"драма ,  семейный",Фредерик Эдфельдт,Швеция,2009,6.7
Девушка,драма,Луис Бунюэль,Мексика   США,1960,7.4
Девственность ни к чему,молодёжная комедия,Иво Мачарачек,Чехия,2006,2.3
Девственность,драма,Отакар Вавра,Чехословакия,1937,6.8
Девственно чистая память,комедия,Мик Джексон,США,1994,5.7
Девственницы-самоубийцы,драма мелодрама,София Коппола,США,1999,7.2
Девственницы из ада,триллер Women in Prison,Акил Анвари,Индонезия,1987,5.2
"Девственница, копты и я",документальный фильм комедия,Намир Абдель Месси,Франция     Египет     Катар,2011,6.6
Девочки снова сверху,молодёжная комедия,Петер Герзина,Германия,2004,4.8
Девочки сверху,комедия,Деннис Ганзель,Германия,2001,5.3
Девочки на пляже,"кинокомедия , музыкальный",Уильям Уитни,США,1965,5.2
Девочки на море,Комедия,Лиза Нокс-Нервиг,США,2003,4.2
Девочки из календаря,комедия,Найджел Коул,Великобритания       США,2003,6.9
Девочки и папа,драматический фильм,Дэвид Уорк Гриффит,США,1909,5.7
Девочки в тюрьме,триллер Women in Prison,Джон Макнотон [d],США,,4.8
Девушка в кроссовках,драма,Расул Садр Амели,Иран,1998,6.2
Девочки,документальный фильм,Валерия Гай Германика,Россия,2005 [1],5.9
"Девочка, что живёт в конце улицы",Психологическая драма,Николас Жесснер,Канада   Франция,1976,7.0
"Девочка, хочешь сниматься в кино?",драматический фильм,Адольф Бергункер,СССР,1977,6.3
Девочка-пулемёт,чёрная комедия боевик фантастика girls with guns фильм о вигилантах,Нобору Игути,Япония,2008,5.9
Девочка-полицейский Йо-йо,"фантастика ,  боевик",Кэнта Фукасаку,Япония,2006,5.0
Девушка из долины,комедия мелодрама,Марта Кулидж,США,1983,6.4
Девушка из Джерси,комедийная   драма,Кевин Смит,США,2004,6.2
Девушка с голодными глазами,фильм ужасов,Джон Джейкобс,США,1995,4.1
Девушка с гитарой,музыкальная комедия,Александр Файнциммер,СССР,1958,6.1
Девушка с вечеринки,Фильм нуар Гангстерский фильм Мелодрама,Николас Рэй,США,1958,7.0
Девушка с браслетом,юридическая драма,Стефан Демустье,Франция,2019,6.6
Девушка под прикрытием,Фильм нуар,Джозеф Певни,США,1950,6.3
Девушка по соседству,криминальный фильм  /  драма  /  Триллер,Грегори Уилсон,США,2007,6.5
Девушка с юга,музыкальный фильм,Гарри Хьюджес [d],Великобритания,1933,6.7
Девушка с чемоданом,драма мелодрама,Валерио Дзурлини,Италия   Франция,1961,7.5
"Девушка, которая взрывала воздушные замки",триллер криминал,Даниэль Альфредсон,Швеция   Дания   Германия,2009,7.3
"Девушка, которая боялась дождя",психологический триллер,Кастилл Лэндон,США,2021,5.2
Девушка-лев,драма,Вибеке Идсё,Норвегия,2016,6.7
«Девушка-джигит»,"комедия , музыкальный фильм",Павел Боголюбов,СССР,1955,5.0
Девушка-гонзо,драма,Патрисия Аркетт,США,2023,6.8
Девушка №6,кинокомедия мелодрама драма триллер,Спайк Ли,США,30 мая   1996 [1]  и  1996,5.3
Девушки должны выходить замуж,музыкальная драма,Али Рида,Египет,1973,
Девятая жизнь Луи Дракса,триллер,Александр Ажа,США       Канада       Великобритания,2016,6.3
Девчонки из универмага,драма,Катажина Росланец,Польша,2009,5.4
Девчонки,комедия,Джон Хэзлетт,Канада       США,2005,5.5
"Девчонка, с которой я дружил",драма,Николай Лебедев,СССР,1961,6.6
Девять месяцев,комедия,Крис Коламбус,США,1995,5.5
Девять королев,"криминальная   драма , триллер",Фабиан Бьелински,Аргентина,2000,7.9
Дежа вю,комедия,Юлиуш Махульский,СССР   ПНР,1989,7.5
Дедушкина лупа,драма,Уоллес МакКутчион,США,1902,5.0
Дедушка-автомобиль,комедия,Альфред Радок,Чехословакия,1957,6.8
Дедушка нелёгкого поведения,"семейный ,  комедия",Тим Хилл,США,2020,5.6
Дедушка моей мечты,комедия,Александр Стриженов,Россия,2014,
Дедушка лёгкого поведения,комедия,Дэн Мазер,США,2016,5.9
Декалог 4,драма,Кшиштоф Кесьлёвский,Польша,1990,8.2
Декалог 3,драма,Кшиштоф Кесьлёвский,Польша,1990,7.4
Дело для начинающего палача,фэнтези сюрреализм,Павел Юрачек,Чехословакия,1970,7.0
Дело вкуса,"триллер ,  драма",Бернар Рапп,Франция,2000,6.9
Дело в кепке,Памфлет,,Россия,2010,
Дело было в Пенькове,мелодрама,Станислав Ростоцкий,СССР,1958,7.5
Дело Артамоновых,драма  / семейная хроника,Григорий Рошаль,СССР,1941,6.2
Дело Набоба,криминальная   кинокомедия,Ральф Хабиб,Франция     ФРГ,1960,4.7
Дело Мурера: Хроники одного судебного процесса,историческая драма юридическая драма,Кристиан Фрош [d],Австрия   Люксембург,2018,7.0
Дело Маттеи,драма фильм-биография,Франческо Рози,Италия,1972,7.6
Дело Макомбера,драма,Золтан Корда,США,1947,6.6
Дело Коллини,драма,Марко Кройцпайнтнер,Германия,2019,7.3
Дело Дрейфуса,исторический фильм,Фернан Зекка,Франция,1902,5.0
Дело Дрейфуса,драма исторический фильм,Жорж Мельес,Франция,1899,5.9
Дело,Драма,Леонид Пчёлкин,СССР,,6.3
Дело «пёстрых»,"драма , детектив",Николай Досталь,СССР,1958,6.0
Дело — труба,драма комедия любовная история музыкальный фильм,Марк Херман,Великобритания   США,1996,7.2
Делла,драма,Роберт Гист,США,1964,5.4
Деликатесы,Антиутопия Кинокомедия,Жан-Пьер Жёне Марк Каро,Франция,1991,7.5
Делай как надо!,драма,Спайк Ли,США,1989,8.0
Делай — раз!,драма,Андрей Малюков,СССР,1989,7.0
Дела сердечные,социальная драма,Аждар Ибрагимов,СССР,1973,6.8
Дела с идиотами,комедия,Джефф Гарлин,США,2013,5.4
Дела общественные,комедия,Робер Брессон,Франция,1934,5.8
Дела Лоховского,кинокомедия,Борис Берзнер,Белоруссия,1997,3.7
Дела давно минувших дней...,Детектив,Владимир Шредель,СССР,1972,6.6
Дела в Нью-Джерси,драма,Ник Гомес [2],США,1995,6.6
Декамерон,комедия драма,Паоло и Витторио Тавиани,,2015,5.8
Декамерон,комедия драма,Пьер Паоло Пазолини,Италия   Франция   ФРГ,1971,7.0
Дело об убийстве Церник,детектив,Герхард Кляйн Хельмут Ничке,ГДР,1972,6.8
Дело об убийстве в питомнике,Детективный фильм,Майкл Кёртис,США,1933,6.9
Дельта,драма,Айра Сакс,США,1996,5.5
Деловые люди,"комедия 
 приключенческий фильм 
 истерн",Леонид Гайдай,СССР,1962,7.6
Деловой роман,драма     комедия,Шарлотта Брандстром,США   Великобритания   Франция,1994,5.5
Деловой день Мейбл,комедия короткометражный немой,Мэйбл Норманд,США,1914,5.4
Деловой день,комедия,Чарли Чаплин,США,1914,4.7
Деловая девушка,Кинокомедия мелодрама,Майк Николс,США,1988,6.8
Демоны,"фильм ужасов [2] [3] […] ,  фильм о зомби  и  фильм о монстрах",Ламберто Бава [2] [3] […],Италия,"1985 ,  4 октября   1985 [1]  и  30 мая   1986 [1]",6.6
Демоны,фильм ужасов nunsploitation,Хесус Франко,Франция       Португалия,1972,5.2
День восьмой,драма   комедия,Жако Ван Дормаль,Бельгия   Франция   Великобритания,1996,7.5
День возмездия,"драма, исторический, боевик,  красный вестерн",Альгимантас Пуйпа [d] Стасис Мотеюнас [d],СССР,1975,6.1
День Виктории,драматический фильм [1],Дэвид Безмозгис [1],Канада,2009,6.3
День благодарения,слэшер,Элай Рот,США,"30 ноября   2023 [1] ,  17 ноября   2023 [2]  и  1 декабря   2023",6.4
День и ночь,"драма ,  артхаус",Бернар-Анри Леви,Франция,1997,1.9
День и вся жизнь,Драма Киноповесть,Юрий Григорьев,СССР,1969,6.2
День отца,комедия,Айван Райтман,США,1997,5.3
День окончания школы,Триллер,Херб Фрид,США,1981,4.8
День независимости: Возрождение,фантастика боевик фильм-катастрофа,Роланд Эммерих,США,2016,5.2
День независимости,фантастика боевик фильм-катастрофа,Роланд Эммерих,США,1996,7.0
День независимости,драма,Роберт Мэндел,США,1983,6.5
День начинается,криминальная  мелодрама,Марсель Карне,Франция,1939,7.7
День святого Валентина,романтическая комедия,Гарри Маршалл,США,2010,5.7
День святого Валентина,слэшер,Джейми Блэнкс,США,2001,4.9
Деньги,"драматический фильм [1] ,  немое кино  и  экранизация романа [d]","Л’Эрбье, Марсель [1] [2]",Франция,1928,7.5
"День, который не умрёт","военный фильм, драма",Мартин Тяпак,Чехословакия,1974,5.8
"День, когда остановилась Земля","фантастика ,  триллер",Роберт Уайз,США,1951,7.7
"День, когда ограбили английский банк",драма,Джон Гиллермин,Великобритания,1960,6.6
"День, когда Земля остановилась",фантастика триллер драма,Скотт Дерриксон,США   Канада,2008,5.5
Деревня Утка,сказка,Борис Бунеев,СССР,1976,7.1
Деревня Свирепых Тигров,боевик,Гриффин Юэ [zh] Ван Пин,Гонконг,1974,5.8
Держись за облака,буффонада - фарс,Петер Сас [hu] Борис Григорьев,СССР   Венгрия,1971,5.2
Держись до конца,комедия,Марк Гриффитс,Канада,2004,5.5
"Держи удар, детка!",комедия мелодрама,Ара Оганесян,Россия,2016,4.6
Держи ритм,драма,Лиз Фридлендер,США,2006,6.6
Держи вора!,"боевик ,  немое кино  и  драматический фильм",Джеймс Уильямсон,Великобритания,1901,5.6
Деревянные кресты,драматический фильм [2] [3],Раймон Бернар [2] [3],Франция,"1932 ,  17 марта   1932 [1] ,  3 апреля   1932 [1]  и  10 апреля   1954 [1]",7.7
Дерсу Узала,исторический фильм приключенческий фильм,Агаси Бабаян,СССР,1961,7.5
Дерзость,военно - приключенческий фильм,Георгий Юнгвальд-Хилькевич,СССР,1971,5.3
Дерзкий Сокол,Детектив Комедия,Ирвинг Рейс,США,1941,6.5
Дерзкий нахал,боевик комедия,Ли Жунчжан,Гонконг,1980,6.0
Дерзкий налёт неизвестных злоумышленников,Комедия,Нанни Лой,Италия,1959,7.0
Дерзкий,боевик  /  комедия,Срину Вайтла,Индия,2011,7.4
Дерзкий,Криминальная   драма,Боаз Якин,США   Франция,1994,7.5
Дерзкие дни,комедийный фильм,Руслан Бальтцер,Россия,2007,2.9
Дерзкая девчонка,мелодрама драма,Клод Миллер,Франция,1985,6.9
"Держись, Чарли!: Это Рождество!",комедия приключение семейный,Арлин Сэнфорд,США,2011,6.3
Деревянная нога,комедия,Дэвид Уорк Гриффит,США,1909,5.9
"Дерево, мэр и медиатека",кинокомедия,Эрик Ромер,Франция,1993,6.9
Дерево растёт в Бруклине,драма,Элиа Казан,США,1945,8.0
Дерево для башмаков,драма,Эрманно Ольми,Италия,1978,7.8
Дерево Джошуа,боевик приключенческий фильм криминальный фильм драма триллер,Вик Армстронг,США,1993,5.7
Дерево,драматический фильм,Соня Просенц [d],Словения,2014,6.2
Дерево,драма   мелодрама,Жюли Бертуччелли,Франция       Австралия     Германия     Италия       США,2010,6.5
Деревня проклятых,фантастика триллер фильм ужасов,Джон Карпентер,США,1995,5.6
Деревня проклятых,триллер ужасы фантастика,Вольф Рилла,Великобритания,1960,7.3
Деревня восьми могил,криминальная драма,Ёситаро Номура,Япония,1977,6.5
Деревня,"Драма ,  Триллер",Роберт Зигль,Германия,2010,4.6
Деревня,драма,Ричард Пирс,США,1984,6.6
Деревенька моя центральная,комедия,Иржи Менцель,Чехословакия,1985,7.8
Десперадо-Сити,драматический фильм,Вадим Гловна,ФРГ,1981,6.6
Десница великого мастера,Исторический фильм,Вахтанг Таблиашвили Деви Абашидзе,СССР,1969,8.0
Детектив,детектив,Жан-Люк Годар,Франция   Швейцария,1985,5.7
Детали,Комедия,Джейкоб Аарон Эстес,США,2011,6.1
Десять тысяч святых,драма,Шари Спрингер Берман Роберт Пульчини,США,2015,5.9
Десять тигров из Квантуна,боевик драма,Чжан Чэ,Гонконг,1979,6.3
Десять с половиной баллов,фильм-катастрофа фантастика,Джон Лафия,США,,4.6
Десять процентов мне,комедия,Юлиуш Гардан,Польша,1933,6.0
Дети без присмотра,комедия,Пол Фиг,США,2006,5.3
Дети кукурузы 4: Сбор урожая,фильм ужасов,Грег Спенс,США,1996,4.2
Дети кукурузы 3: Городская жатва,фильм ужасов,Джеймс Д.Р. Хикокс,США,1995,4.3
Дети кукурузы 2: Последняя жертва,фильм ужасов триллер,Дэвид Прайс,США,1992,4.3
Дети кукурузы,фильм ужасов,Дональд П. Боркерс,США,,3.8
Дети кукурузы,сверхъестественный психологический слэшер триллер,Фриц Кирш,США,1984,5.6
Дети понедельника,комедия,Алла Сурикова,Россия,1997,6.1
Дети Победы,документальный,Светлана Усенко,Украина,,
Дети Театральной улицы,документальный фильм [1],Роберт Дорнхельм [2] [1] Эрл Мак [d],США,1977,7.0
Дети Степфорда,триллер,Алан Джей Леви,США,,5.1
Дети солнца,"фантастика ,  постапокалиптика",Ален Джонсон,США,1986,4.7
Дети солнца,Психологическая  драма,Леонид Пчёлкин,СССР,1985,7.0
Дети смотрят на нас,драма,Витторио Де Сика,Италия,1944,7.7
Детонатор (Руководство),драма  /  научная фантастика,Шейн Кэррут,США,8 октября   2004,6.7
Детоксикация,триллер,Джим Гиллеспи,США   Германия,2002,5.3
Детский остров,драма,Кей Поллак,Швеция,1980,6.5
Детские сцены из жизни провинции,"драма, мелодрама",Томаш Зыгадло,ПНР,1985,6.0
Детские игры 3,фильм ужасов слэшер комедия,Джек Бендер,США,1991,5.2
Детские игры 2,фильм ужасов   слэшер   комедия,Джон Лафия,США,1990,5.9
Детские игры,"слэшер 
 
 научная фантастика",Ларс Клевберг,США   Канада,2019,5.7
Детские игры,Слэшер триллер,Том Холланд,США,1988,6.7
Джаз в летний день,концертный фильм,"Арам Авакян 
 Берт Штерн",США,1959,7.9
Джаг-Мандир,документальный фильм,Вернер Херцог,Германия   Австрия,1991,6.4
Джейн Остин,биографический фильм драма,Джулиан Джаррольд,Великобритания   Ирландия,2007,7.0
Джейн берёт ружьё,вестерн боевик драма,Гэвин О’Коннор,США,2016,5.9
Джейн Б. глазами Аньес В.,биографический фильм  и  документальный фильм,Аньес Варда,Франция,1988  и  27 октября   1988 [1],7.2
Джеймси,драма криминал биография,Тревор Уайт,США,3 января 2014,6.2
Джеймс Дин,фильм-биография драма,Марк Райделл,США,2001,7.1
Джеймс Браун: Путь наверх,драма биография,Тейт Тейлор,США,2014,6.9
Джек-попрыгун,комедия,Пенни Маршалл,США,1986,5.9
Джек-Медведь,драма,Маршалл Херсковиц,США,1993,6.5
Джеки и Райан,"мелодрама ,  Музыкальный фильм",Эми Канаан Манн,США,2014,5.9
Джеки в царстве женщин,"посткиберпанк антиутопия 
 
 комедия",Риад Саттуф,Франция,2014,6.1
Джеки Браун,криминальная драма,Квентин Тарантино,США,1997,7.5
Джеки,драма биография,Пабло Ларраин,США   Чили   Франция,2016,6.7
Джеки,боевик мелодрама,Дуния Сури,Индия,2010,7.4
Джек-упырь,триллер   фильм ужасов,Гарт Максвелл,Новая Зеландия,1992,6.0
Джек-потрошитель,криминальный фильм драма триллер мистика,Дэвид Уикс,Великобритания   США,,7.5
Джек-потрошитель,фильм ужасов,Хесус Франко [1] [2] […],Германия   Швейцария,1976,5.3
Джек Фрост,"фэнтезийный фильм ,  драматический фильм ,  комедийный фильм  и  рождественский фильм [d]",Трой Миллер,США,5 декабря 1998 (в США),5.4
Джек Ричер 2: Никогда не возвращайся,боевик детектив триллер,Эдвард Цвик,США,2016,6.1
Джек Ричер,боевик детектив триллер,Кристофер Маккуорри,США,2012,7.0
Джек Райан: Теория хаоса,триллер  /  боевик,Кеннет Брана,США,2014,6.2
Джек и механическое сердце,"мюзикл, фэнтези, драма, приключения",Стефан Берла Матиас Мальзьё [1],"Франция ,    Бельгия",2013  и  3 июля   2014 [4],6.9
Джек и Диана,драма фильм ужасов мелодрама,Брэдли Руст Грэй,США,2012,4.4
Джек и бобовый стебель,комедия семейный фильм фэнтези,Майкл Пол Дэвис,США,1994,4.8
Джек и бобовый стебель,фантастика,Джордж Флеминг Эдвин Стэнтон Портер,США,1902,6.1
Джек Восьмёркин — «американец»,комедия,Евгений Татарский,СССР,1986,6.5
Джек,драма,Ли Роуз,США,2004,6.6
Джек,драма Комедия,Фрэнсис Форд Коппола [3] [4] […],США,1996  и  5 июня   1997 [2],5.8
Джек — покоритель великанов,фэнтези приключения,Брайан Сингер,США,2013,6.3
Джейсон Х,научно-фантастический   слэшер ужасы боевик,Джеймс Айзек,США,2001,4.4
Джейсон отправляется в ад: Последняя пятница,слэшер,Адам Маркус,США,1993,4.1
Джейсон Борн,"боевик 
 триллер",Пол Гринграсс [2] [3] […],США,2016,6.6
Дженнифер-восемь,"детектив ,  мистический   триллер",Брюс Робинсон,США,1992,6.3
Дженис: маленькая девочка грустит,документальный фильм [3] [4]  и  биографический фильм,Эми Берг [5],США,"2015 ,  14 января   2016 [1] ,  22 октября   2015 ,  5 февраля   2016 ,  14 января   2016  и  10 марта   2016 [2]",7.4
Дженис и Джон,Комедия,Самюэль Беншетри,"Франция ,  Испания",2003,6.1
"Дженин, Дженин",Документальный фильм,Мохаммед Бакри,"Израиль , Палестинская национальная администрация",2002,7.3
Джем и голограммы,музыкальный фильм фантастический фильм,Джон М. Чу,США,2015,4.2
«Экшен Джексон»,"экшен ,  кэмп",Крэйг У. Бэксли,США,1988,5.5
Джимены,Криминальная мелодрама,Уильям Кейли,США,1935,7.1
Джим с Пиккадилли,романтическая комедия,Джон Маккей,Остров Мэн,2005,5.8
Джованни Фальконе,Криминально-политическая  драма,Джузеппе Феррара,Италия,1993,7.1
Джобс: Империя соблазна,драма фильм-биография,Джошуа Майкл Штерн,США,2013,6.0
Джоан Луй,"фантастика ,  мюзикл",Адриано Челентано,"Италия ,    ФРГ",1985,4.7
Джо против вулкана,комедия  /  мелодрама,Джон Патрик Шэнли,США,1990,5.9
Джо Макбет,Фильм нуар Гангстерский фильм,Кен Хьюз,США,1955,6.3
Джо и Милу,комедия,Жозе Дайан,Франция,1992,4.8
Джонни Белинда,Мелодрама   Драма,Жан Негулеско,США,1948,7.7
Джонни Аполлон,Криминальная драма Фильм нуар,Генри Хэтэуэй,США,1940  и  19 апреля   1940,6.9
Джоси Уэйлс - человек вне закона,вестерн,Клинт Иствуд,США,1976,7.8
Джорнимен,спортивная   драма,Пэдди Консидайн,Великобритания,2017,7.0
Джори,Вестерн,Хорхе Фонс,США,1973,5.8
Джорджино,психологический триллер драма исторический,Лоран Бутонна,Франция     США,1994,7.4
Джорджи герл,документальный фильм,Энни Голдсон   Питер Уэллс,Новая Зеландия,2001,7.9
Джордж Харрисон: жизнь в материальном мире,биографический фильм [1] [2]  и  документальный фильм,Мартин Скорсезе,Великобритания,2011,8.1
Дзета,политический  детектив,Коста-Гаврас,Франция   Алжир,1969,8.2
Джэни Джонс,"драма ,  музыка",Дэвид М. Розенталь,США,2010,6.6
Диверсанты,"комедийный фильм ,  драматический фильм ,  военный фильм  и  ЛГБТ-фильм [d]",Штефан Рузовицки [1] [2],Австрия   Германия   США,2001,4.8
Диверсанты,"военный фильм ,  драма ,  боевик ,  приключенческий",Хайрудин Крвавац,Югославия,1967,7.1
Диверсант,триллер,Альфред Хичкок,США,"1942 ,  22 апреля   1942 [1] ,  23 апреля   1942 [1]  и  1 мая   1942 [1]",7.1
"Дивергент, глава 3: За стеной",научная фантастика антиутопия,Роберт Швентке,США,2016,5.7
"Дивергент, глава 2: Инсургент",научная фантастика антиутопия,Роберт Швентке,США,2015,6.2
Дивергент,научная фантастика антиутопия,Нил Бёргер,США,2014,6.6
Дикая земля,приключенческий фильм,Дин Хэмилтон [d],США,13 сентября   1994 [1],4.5
Дикая жизнь,"Биография ,  драма",Ахим Борнхак,Германия,2007,6.3
Дикая охота короля Стаха,"Триллер ,  мистика ,  фильм ужасов ,  драма",Валерий Рубинчик,СССР,1979,6.8
Дикая орхидея 2: Два оттенка грусти,"мелодрама , эротика",Залман Кинг,США,1991,3.9
Дикая орхидея,мелодрама   эротика [1],Залман Кинг,США,1989,4.5
Дикая мышь,комедийный фильм,Йозеф Хадер [d] [5],Австрия   Германия,"2017 ,  17 февраля   2017 [1] ,  9 марта   2017 [1] [2] ,  9 марта   2017 [3]  и  29 июня   2017 [4]",6.7
Дикая месть,триллер фильм ужасов криминал,Дональд Фармер,США,1993,2.1
Дикая местность,драма,Амат Эскаланте,Мексика   Дания   Франция   Германия   Норвегия   Швейцария,2016,6.1
Дикая любовь,драма,Виллен Новак,Украина,1993,6.4
Дикая лига,спортивная   драма исторический,Андрей Богатырёв Арт Камачо,Россия,2019,5.0
Дикая киска,"комедия ,  драма",Мариали Ривас,Чили,2012,6.0
Дикая жизнь,драма,Пол Дано,США,2018,6.8
Дикая груша,драма,Нури Бильге Джейлан,Турция   Болгария   Франция   Германия   Швеция,2018,8.0
Дикая грация,драма,Том Кэлин,США   Франция   Испания,2007,5.7
Дикая гонка,"криминал ,  драма",Харви Берман,США,1960,4.4
Дикая вечеринка,драма комедия,Джеймс Айвори,США [1] [2],1975,5.3
Дикая Бара,драматический фильм  и  романтический фильм [1],Владимир Чех [1],Чехословакия,1949,7.1
Дикая Америка,детский фильм,Уильям Дир,США,1997,6.3
Дикая банда,сапата-вестерн,Сэм Пекинпа,США,1969,7.9
Дикая,фильм-биография драма,Жан-Марк Валле,США,2014,7.1
Дикарь,"драма ,  мелодрама ,  биография",Эдуард Делюк,Франция,2017,6.0
Дикарь,приключенческий фильм комедия драма мелодрама,Жан-Поль Раппно,Франция   Италия,1975,6.5
Дикая река,драма,Элиа Казан,США,1960,7.5
Дикая пятёрка,боевик приключенческий фильм драма,Чжан Чэ,Гонконг,1974,6.5
Дикая парочка,трагикомедия,Джон Патрик Шэнли,США   Великобритания   Ирландия,2020,5.7
Дикая парочка,боевик,Бо Бриджес,США,1987,4.3
Дикарь,драма,Филип Данн,США,1961,6.3
Дикий,"драма ,  ЛГБТ-тематика в кино",Камиль Видаль-Наке,Франция,2018,7.1
Дикий,боевик,Лин Одинг,Канада,2018,5.9
Дикость,слэшер триллер,Майкл Бассетт,Великобритания,2006,6.1
Дикость,криминальный фильм триллер эротика,Джон МакНотон,США,1998,6.6
Дикость,детектив эротика триллер,,США,1998 2005 2007 2010,
Дикое сердце,драма мелодрама,Тони Билл,США,1993,6.8
Дикое сердце,мелодрама,Тито Дависон,Мексика,1968,6.6
Дикое поле,"Драма ,  комедия ,  вестерн",Ярослав Лодыгин,Украина,2018,7.2
Диллинджер и Капоне,боевик,Джон Парди,США,1995,5.0
Диллинджер,гангстерский фильм,Руперт Уэйнрайт,США,1991,5.9
Дитя большого города,драма мелодрама,Евгений Бауэр,Российская империя,1914,6.5
Дитя божье,драма,Джеймс Франко,США,2013,5.4
Дитя,драма,"Жан-Пьер Дарденн, Люк Дарденн",Бельгия,2005,7.4
Дитте — дитя человеческое,"социальный реализм , драма, экранизация",Бьярне Хеннинг-Енсен,Дания,1946,7.6
Дита Саксова,психологическая драма,Антонин Москалик,Чехословакия,1968,7.4
"Длинный, длинный трейлер",комедия  /  мелодрама,Винсент Миннелли,США,1954,6.9
Длинный день,драма,Рафаил Гольдин,СССР,1961,6.2
Дневник Бриджит Джонс,романтическая комедия мелодрама,Шэрон Магуайр,Великобритания   Ирландия   Франция   США,2001,6.8
Дневник безумной черной женщины,драма мелодрама комедия,Даррен Грант,США,2005,5.7
Дневник Аурелии Лафлам,"фэнтези ,  семейный",Кристиан Лоуренс,Канада,2009,6.5
Дневник Анны Франк,"драматический фильм [1] [2] ,  биографический фильм ,  военный фильм ,  экранизация литературного произведения [d]  и  история взросления",Джордж Стивенс,США,"18 марта   1959 ,  18 марта   1959  и  1959",7.4
Дневная красавица,драма эротика [1],Луис Бунюэль,Франция     Италия,1967,7.6
Дневник директора школы,Киноповесть,Борис Фрумин,СССР,1975,7.3
Дневник девочки-подростка,комедия-драма,Мариэль Хеллер,США,2015,6.8
Дневник памяти,мелодрама,Ник Кассаветис [1] [2] […],США,2004,7.8
Дневник пани Ганки,"шпионская  кинокомедия ,   мелодрама",Станислав Ленартович,Польша,1963,6.0
Дневник одного старика,драма,Бернар Эмон,Канада,2015,6.4
Дневник нудистки,мелодрама / эротика,Дорис Уишман,США,1961,4.2
Дневник наёмного убийцы,"драма , неонуар",Рой Лондон,США,1991,5.2
Дневник моего ума,драматический фильм,Урсула Майер,Швейцария,27 января   2018,6.8
Дни вина и роз,драма,Блейк Эдвардс,США,1962,7.8
Днестровские мелодии,музыкальный фильм,Ион Мижа,СССР,,
Дни грома,триллер  /  боевик,Гэри Хадсон,США,1986,5.0
Днепровский рубеж,Военная   драма,Денис Скворцов,Белоруссия,2009,6.5
Дневные звёзды,биографическая   драма,Игорь Таланкин,СССР,1966,7.3
Дневной свет,"фильм-катастрофа ,  боевик ,  триллер",Роб Коэн,США,1996,5.9
Дневной поезд,мелодрама,Инесса Селезнёва,СССР,1976,7.3
Дневной Дозор,городское фэнтези,Тимур Бекмамбетов,Россия,2005,6.4
Дневники принцессы 2: Как стать королевой,романтическая комедия,Гарри Маршалл,США,2004,5.8
Дневники принцессы,комедия история взросления,Гарри Маршалл,США,2001,6.4
Дневники Оды,драматический фильм [3],Крис Краус [d] [3] [4],Германия   Эстония   Австрия,16 сентября   2010 [1]  и  3 февраля   2011 [2],6.8
Дневники няни,комедия драма,Шари Спрингер Берман Роберт Пульчини,США,2007,6.2
Дневники Мумбая,драма,Киран Рао,Индия,2011,7.0
Дневники мертвецов,фильм о зомби найденная плёнка,Джордж Ромеро,США,2007,5.5
Дневники Красной Туфельки,мелодрама,Залман Кинг,США,1992,5.2
Дневники зомби 2: Мир мёртвых,фильм о зомби зомби-апокалипсис найденная плёнка,Майкл Г. Бартлетт Кевин Гейтс [1],Великобритания,2011,3.8
Дневники зомби,фильм о зомби зомби-апокалипсис найденная плёнка,Майкл Г. Бартлетт Кевин Гейтс [1],Великобритания,2006,4.0
Дневник баскетболиста,драма,Скотт Калверт [en],США,1995,7.3
Дневник черепахи,"романтическая комедия ,  драматический фильм  и  фильм ужасов",Джон Ирвин [2],США   Великобритания,1985  и  26 мая   1988 [1],6.8
Дневник слабака 3,комедия,Дэвид Бауэрс,Канада   США,2012,6.3
Дневник террориста,драма,Пэт О'Коннор,Великобритания   Ирландия,1984,6.6
