title,genre,director,country,year,Rate IMDb
Капитан Фракасс,"исторический, приключения",Пьер Гаспар-Юи,Франция,1961,6.1
Капитан Филлипс,триллер,Пол Гринграсс,США,2013,7.8
Капитан Фантастик,комедия-драма,Мэтт Росс,США,2016,7.8
Карательный отряд,боевик,Киони Ваксман,США,2013,4.3
Каратель: Территория войны,супергеройский фильм,Лекси Александр,США   Германия [2]   Канада,2008,5.9
Каратель: Грязная стирка,супергеройский фильм,Фил Джоану,США,2012,8.0
Каратель,"драма ,  боевик ,  криминал ,  супергероика",Джонатан Хенсли,США,2004,6.4
Каратель,боевик криминальный фильм триллер,Марк Голдблатт,Австралия   США,1989,5.6
Каратель,драма,Манос Захариас,СССР,1969,7.0
Каратели,"фильм-триллер ,  криминальный фильм [3]  и  боевик",Уильям Лустиг [3] [4] […],США,"1982 ,  6 мая   1983 [1] ,  18 мая   1982  и  4 марта   1983 [2]",6.5
Карастояновы,"драма ,  биографический фильм",Николай Мащенко,СССР   Болгария,1983,6.0
Карла и Йонас,"семейный ,  подростковая драма",Шарлота Сакс Боструп,Дания,2010,5.9
Карл Петерс,пропагандистский фильм приключенческий фильм драматический фильм,Герберт Зельпин,Германия,1941,5.6
Карл Маркс. Молодые годы,исторический фильм фильм-биография драма,Лев Кулиджанов,СССР   ГДР,1980,6.8
Карл и Берта,биографический,Тиль Эндеманн,Германия,2011,6.7
Каринэ,музыкальная комедия,Арман Манарян,СССР,1967,5.9
Каренина и я,"документальный, драма, роуд-муви, экранизация",Томмазо Моттола,Норвегия,2017,6.3
Карен плачет в автобусе,драматический фильм,Габриел Рохас Вера [d] [1],Колумбия,2011,6.7
Караул,Драма,Александр Рогожкин,СССР,1989,7.0
Каратэ-пацан,боевые искусства драма семейный,Харальд Цварт     (англ.)  ( рус.,США   КНР,2010,6.2
Караси,мелодрама,Сергей Крутин,Украина,2008,6.9
Каранчо,криминальная драма,Пабло Траперо,Аргентина,2010,6.8
Карантин Z,боевик   о зомби,Чи Кеонг Чанг,Великобритания,2018 [1],3.8
Карантин 2: Терминал,"ужасы ,  триллер",Джон Пог,США,2011,5.2
Карантин,"фильм ужасов ,  триллер",Джон Э. Даудл,США,2008,5.9
Карантин,комедия,Илья Фрэз,СССР,1983,6.9
Карандиру,драма,Эктор Бабенко,Бразилия   Аргентина,2003,7.6
Каран и Арджун,боевик,Ракеш Рошан,Индия,1995,6.8
Карамай,Документальный фильм,Сюй Синь,Китай,2010,8.5
Карамазовы,драма,Петр Зеленка,Чехия   Польша,2008,7.5
Каракум,приключенческий фильм,Аренд Агте [d] [2],Туркменистан   Германия,"1994 ,  1 сентября   1994 [1]  и  12 октября   2017 [2]",7.3
Караван смерти,боевик,Иван Соловов,СССР,1991,5.9
Карантин,драматический фильм,Суламифь Цыбульник,СССР,1968,6.0
Карамель,комедия   драма мелодрама,Надин Лабаки,Франция   Ливан,2007,7.1
Караваджо,биография драма,Дерек Джармен,Великобритания,1986,6.5
Карлик,драма эротический фильм,Эрипрандо Висконти,Италия,1982,5.9
Карабинеры,драма,Жан-Люк Годар,Франция   Италия,1963,6.7
Карла и Катрина,"семейный ,  драма ,  приключения",Шарлотта Сакс-Боструп [da],Дания,2009,5.7
Караван смерти,приключение немое кино,Йозеф Штайн [de],Германия,1920,
Приключения эвоков. Караван смельчаков,приключенческий фильм,Джон Корти [d],США,,5.3
Караван,музыкальная   драма,Назир Хуссейн,Индия,1971,6.7
Караваджо,драма,Анджело Лонгони,Италия   Франция   Германия     Испания,2007,6.8
Карменсита,Документальное кино,Уильям Диксон,США,1894,5.7
Кармен из Трианы,"драма ,  мюзикл",Флориан Рей [es],/   Испания   Нацистская Германия,1938,6.7
Кармен из Ронды (Кармен),музыкальный фильм мелодрама драма,Тулио Демичели,Испания,1959,6.2
Кармен Гай,драма,Жозеф Гэй Рамака,Сенегал       Франция       Канада,2001,6.1
Кармен возвращается на родину,комедия,Кэйсукэ Киносита,Япония,1951,6.5
Кармен,драма криминальный фильм мелодрама,Александр Хван,Россия,2003,6.2
Картуш,приключенческий фильм,Филипп де Брока,Франция   Италия,1962,6.5
Карточный домик,триллер,Майкл Лиссак,США,1993,6.1
Катерина,комедия,Герман Костерлиц,Австрия,1936,7.3
Катенька,мелодрама,Леонид Белозорович,СССР,1987,6.0
Катафалк,мелодрама драма,Валерий Тодоровский,СССР,1990,5.3
Катафалк,"фильм ужасов ,  триллер ,  драма",Джордж Бауэрс,США,1980,4.8
Катастрофа над Берлином,фильм-катастрофа  /  драма,Томас Яуч,Германия,2009,5.3
Катастрофа на Мартинике,фильм-катастрофа,Фернан Зекка,Франция,1902,5.6
Катастрофа в шахте № 7,драма триллер,Лэрри Илайкэнн,США,1988,5.3
Катастрофа,нуар,Ирвинг Рейс,США,1946,6.5
Квентин Дорвард,"исторический фильм ,   приключение",Ричард Торп,Великобритания,1955,6.3
Квентин Дорвард,экранизация исторический фильм приключения,Жиль Гранжье,ФРГ   Франция,,8.6
Квартирка Джо,комедия,Джон Пейсон,США,1996,5.5
Квартирант,комедия,Януш Маевский,Польша,1966,6.7
Квартира ноль,триллер драма,Мартин Донован,Аргентина   Великобритания,1988,6.8
Квартира 1303,ужасы,Атару Оикава,Япония     США,2007,4.7
Квартира 7А,фильм ужасов  и  фильм-триллер,Натали Эрика Джеймс [d],США,2023,
Квартира,мелодрама,Жиль Мимуни,Франция   Испания   Италия,1996,7.3
Киллер,комедия,Юлиуш Махульский,Польша,1997,7.5
Килиманджара,комедия,Екатерина Телегина,Россия   Азербайджан,2018,
Кикуджиро,"драма ,  комедия ,  роуд-муви",Такэси Китано,Япония,1999,7.7
Кикс,Драма,Сергей Ливнев,СССР,1991,7.0
Кикос,"военный ,  кинокомедия",Патвакан Бархударян,СССР,1931,5.2
Кикбоксер: Возмездие,боевые искусства,Джон Стоквелл Димитри Логофетис (досъёмки),США,2016,4.9
Кикбоксер возвращается,фильм о боевых искусствах,Димитри Логофетис,США,2018,5.0
Кикбоксер 5: Возмездие,боевик,Кристин Петерсон,США,1995,3.9
Ким,приключения,Виктор Сэвилл,США,1950,6.5
«Киллеры»,комедия боевик,Роберт Лукетич,США,2010,5.4
Киллер поневоле,комедия,Паскаль Шомей,Франция,2016,6.4
Киллер по вызову,комедийный    боевик,Роджер Эвери,Франция   Канада,2019,5.1
Киллер Джо,триллер чёрная комедия,Уильям Фридкин,США,2011,6.7
Киллер 2,комедия,Юлиуш Махульский,Польша,1999,6.7
Киллер,драма  /  триллер,Джон Мэдден,США,2008,6.0
Кикбоксер 4: Агрессор,боевик,Альберт Пьюн,США,1994,4.0
Кикбоксер 3: Искусство войны,боевик,Рик Кинг,США,1992,4.2
Кикбоксер 2: Дорога назад,боевик,Альберт Пьюн,США,1991,4.5
Кикбоксер,боевые искусства,Марк Дисалле Дэвид Уорт,США,1989,6.4
Кика,комедия,Педро Альмодовар,Испания  -  Франция,1993,6.5
Киевские фрески,драматический фильм [1],Сергей Параджанов,СССР,1966,6.4
Киевлянка,"драма, военный фильм, исторический фильм",Тимофей Левчук,СССР,1958 (1 серия)  1959 (2 серия),6.1
Киднеппинг,драма  /  криминальный фильм,Ольга Перуновская,Россия   Белоруссия,2003,4.6
Кидалы,драма,Стивен Фрирз,США,1990,6.9
Кид Галахад,криминальная   мелодрама,Майкл Кёртис,США,1937,7.2
Кид Галахад,"музыкальный фильм ,  драма",Фил Карлсон,США,1962,6.1
Киборги,боевик,Ахтем Сеитаблаев,Украина,2017,7.5
Киборг-полицейский 3,боевик фантастика триллер,Йосси Вайн,США,1995,3.4
Киборг-полицейский 2,фантастика,Сэм Ферстенберг,США,1994,3.6
Киборг-полицейский,фантастика,Сэм Ферстенберг,США,1993,4.2
Кин,фантастика боевик,Джонатан Бэйкер Джош Бэйкер,США,2018,5.8
Кими,криминальный фильм триллер,Стивен Содерберг,США,2022,
Ким Пять-с-плюсом,молодёжный приключенческий боевик,Адам Б. Штайн Зак Липовский,США,,3.7
"Ким Джи Ён, 1982 года рождения",драма,Ким До Ён,Республика Корея,2019,
Киборг-охотник,фантастика,Ричард Пепин,США,1994,3.7
Киборг-ниндзя / Кибер-ниндзя,Технофэнтези,Кэйта Амэмия,Япония,1988,6.2
Киборг-ловец,фантастика,Кристофер Ромеро,США,1995,3.6
Кит,психологическая драма,Даррен Аронофски,США,2022,
Кит,"драма ,  мелодрама",Тодд Кесслер,США,2008,7.4
Кисмет,фэнтезийный фильм  и  драматический фильм,Уильям Дитерле,США,1944,6.1
Кислотный дом,"драма ,  фантастика",Пол МакГиган,Великобритания,1998,6.2
Кислота,драма,Александр Горчилин,Россия,2018,5.9
Кислородный голод,Драма,Андрей Дончик,СССР,1991,6.8
Кислород,"фильм про выживание ,  фильм-триллер ,  фэнтезийный фильм  и  драматический фильм",Александр Ажа,Франция   США,2021,6.5
Кислород,драма,Иван Вырыпаев,Россия,2009,6.3
Клипмейкеры,комедия,Григорий Константинопольский,Россия,2023,7.6
Клип,драма,Майя Милош,Сербия,2012,5.6
Клинч,драма,Сергей Пускепалис,Россия,2015,5.2
Клинок бессмертного,"Боевик ,  триллер",Такаси Миикэ,"Япония ,     Великобритания",2017,6.7
Клинок 47 ронинов,фэнтези боевик драма,Рон Юань,США,2022,
Клиника,фильм ужасов триллер криминальный фильм,Джеймс Рэббитс,Австралия,2010,5.3
Клин клином,криминальный фильм драма триллер,Дэвид Баррет,США,2012,5.6
Клин клином,мелодрама,Дункан Гиббинс,США,1986,6.3
Клуб страха,"Ужасы ,  комедия",Джей Чандрашекхар,США,2004,5.7
"Клуб самоубийц, или Приключения титулованной особы",приключенческий фильм,Евгений Татарский,СССР,1981,7.8
Клуб самоубийц,фильм ужасов [1]  и  ЛГБТ-фильм [d],Сион Соно,Япония,2001,6.5
Клуб самоубийц,драма,Рэйчел Самуэльс,США,2000,5.9
Клуб самоубийц,драма,Йозеф Дельмонт,Германская империя,1913,5.7
Клуб разбитых сердец: Романтическая комедия,комедия драма,Грег Берланти,США,2000,6.9
Клуб пыток,романтический фильм [2]  и  ЛГБТ-фильм [d],Кота Ёсида [d],Япония,18 июля   2014 [1],4.3
Клуб первых жён,комедия,Хью Уилсон,США,1996,6.4
Клуб онанисток,эротическая  драма,Том Сикс,США,2019,
Клуб нянек,комедия   драма   семейный фильм,Мелани Майрон [1],США,1995,5.7
Клуб неудачниц,драма,Джон МакКей,Великобритания   Германия,2001,5.7
Клуб монстров,"ужасы ,  кинокомедия",Рой Уорд Бейкер,Великобритания,1980,5.9
Клуб миллиардеров,"криминальный фильм ,  драматический фильм  и  биографический фильм",Джеймс Кокс [d] [3],США,2018,5.6
Клуб любителей книг и пирогов из картофельных очистков,"драматический фильм ,  романтический фильм ,  исторический фильм  и  экранизация романа [d]",Майк Ньюэлл,Великобритания   Франция,2018,7.3
Клуб Зеро,драма,Джессика Хаузнер,Австрия   Германия   Великобритания   Франция   Дания,2023,
Клуб Буэна Виста,документальный фильм   музыкальный фильм,Вим Вендерс,Германия   США   Великобритания   Франция   Куба,1999,7.6
Клуб бунтарей,драма триллер экранизация,Лоне Шерфиг,Великобритания,2014,6.0
Клуб боевых искусств,боевик драма,Лю Цзялян,Гонконг,1981,7.0
Клуб 27,драма,Эрика Дантон,США,2008,6.4
Клуб,драма,Пабло Ларраин,Чили,2015,7.2
Клуб «Shortbus»,комедия-драма,Джон Кэмерон Митчелл,США,2006,6.4
Клуб «CBGB»,драма история музыка,Рэндолл Миллер,США,2013 [1],6.6
Клуб «Рай»,комедия,Гарольд Рамис,США,1986,5.1
Ключ от спальни,комедия,Эльдар Рязанов,Россия,2003,4.9
Ключ от преисподней,фильм ужасов,Джан Эвренол,Турция,2015,5.8
Ключ от всех дверей,фильм ужасов мистика [1],Иэн Софтли,США,2005,6.5
Ключ к жизни (После гибели: ангелы не спят),"фантастика ,  постапокалиптика",Карл Колперт,Япония   Австралия,1989,4.5
Ключ времени,приключения  /  фэнтези  /  драма  /  мистика,Алексей Тельнов,Россия,2020,
Ключ без права передачи,драма,Динара Асанова,СССР,1976,7.5
Ключ,детективный фильм,Павел Чухрай,Россия   Франция,1992,6.0
Когти зла,фильм ужасов,Андреа Марфори,Италия,1988,3.6
Когти тигра,Боевик,Келли Макин,США Канада,1991,5.4
Когти,"боевик ,  драма",Вишнувардхан (режиссёр),Индия,2011,6.5
Когда-то они были воинами,драма,Ли Тамахори,Новая Зеландия,1994,7.9
Когда-нибудь,фильм-драма,Дзюндзи Сакамото,Япония,2011,6.9
Когда я умирала,драма,Джеймс Франко,США,2013,5.4
Когда я стану великаном,мелодрама лирическая   трагикомедия,Ина Туманян,СССР,1978,7.4
Когда я был певцом,мелодрама,Ксавье Джанноли,Франция,2006,6.4
Кожа,чёрная комедия [d]  и  драматический фильм,Эдуардо Касанова,Испания,2017,6.1
Кожа,Биография  /  драма,Энтони Фабиан,Великобритания     ЮАР,2008,6.9
Кожа,драма   военный фильм,Лилиана Кавани,Италия   Франция,1981,6.6
Кожа,драматический фильм,Гай Наттив,США,2018,7.1
Кое-что про Амелию,драма,Рэнда Хейнс,США,,6.8
Кое-что о сексе,"комедия ,  драма",Адам Рифкин,США,1998,5.3
Кое-что о Марте,романтическая комедия,Ник Хэмм [1],Великобритания,1998,6.4
Кое-что о Гарри,романтическая комедия [en] *,Питер Пейдж,США,2020,
Кое-что из губернской жизни,комедия,Борис Галантер,СССР,1983,6.6
Кое-что ещё,комедия   мелодрама,Вуди Аллен,США   Франция   Великобритания,2003,6.3
Кодовое название «Южный гром»,Военный,Николай Гибу,СССР,,6.0
Кодовое название «Нектар»,криминальная   комедия,Леон Жанно,Польша,1963,5.5
Кодер,киберпанк триллер,Винченцо Натали,США   Канада,2002,6.7
Кодекс чести,боевик,Майкл Уинник,США,2016,4.1
Кодекс молчания 2. След чёрной рыбы,детективный фильм,Зиновий Ройзман,Узбекистан   Россия,1993,5.1
Кодекс молчания,"детектив ,  драма ,  неонуар",Зиновий Ройзман,СССР,1989  (телеверсия) 1990  (киноверсия),6.6
Кодекс молчания,боевик,Эндрю Дэвис,США,1985,6.0
Кодекс киллера,боевик триллер,Мартин Кэмпбелл,США,2021,6.1
Кодекс землянина,фантастика,Герд Освальд,США,18 ноября   1963,6.9
Кодекс Готти,драма,Кевин Коннолли,США,2018,4.8
Кодекс вора,"боевик ,  детектив ,  триллер",Мими Ледер,США   Германия,2009,6.0
Кодекс бесчестия,детективный фильм,Всеволод Шиловский,Россия,1993,6.7
Кодекс,драма триллер приключения,Марк Джофф,Австралия,1987,3.4
Кожа саламандры,мелодрама,Алексей Рудаков,Россия,2004,5.5
Кодахром,драма,Марк Расо,США,2017,6.8
Код Омега,кинофантастика,Robert Marcarelli [d] [1],США,1999,3.5
Код неизвестен,драма,Михаэль Ханеке,"Франция, Германия, Румыния",2000,7.1
Код Каина,"боевик, триллер",Виталий Васильков  (Уильям Девиталь),"Белоруссия ,    Россия ,     США",2015,3.3
Код доступа «Кейптаун»,боевик криминальный фильм триллер,Даниэль Эспиноса,США   ЮАР,2012,6.7
Код да Винчи,"мистика ,  триллер",Рон Ховард,США,2006,6.6
Кожаный парад,Музыкальный фильм,Дэвид Батлер,США,1936,6.1
Кожаный чулок,"немое кино ,  драматический фильм  и  экранизация романа [d]",Дэвид Уорк Гриффит,США,1909,3.8
Кожаные куртки,драма,Ли Дрисдейл,США,1992,4.3
Кожаное лицо: Техасская резня бензопилой 3,слэшер,Джефф Барр,США,1990,5.0
"Кожа, в которой я живу",триллер драма боди-хоррор,Педро Альмодовар,Испания,2011,7.6
Код Апокалипсиса,боевик приключения,Вадим Шмелёв,Россия   Франция   Италия,2007,4.5
Код 355,"экшен-триллер [d] ,  боевик  и  шпионский фильм",Саймон Кинберг,США,"7 января   2022 [1] ,  5 января   2022 [2] [3] ,  6 января   2022 [4] [5] […]  и  13 января   2022",5.6
Код 46,фантастика триллер драма мелодрама,Майкл Уинтерботтом,Великобритания,2003,6.1
Кококо,трагикомедия,Авдотья Смирнова,Россия,2012,6.7
Кокетка,драма,Сэм Тейлор,США,1929,5.5
Коктебель,семейный фильм драма,"Алексей Попогребский ,  Борис Хлебников",Россия,2003,6.9
Кокон: Возвращение,фантастика,Дэниел Петри,США,1988,5.4
Кокон,фантастика,Рон Ховард,США,"21 июня   1985 [4] ,  24 октября   1985 [5]  и  1985",6.7
Коко-ди Коко-да,драматический фильм  и  фильм ужасов,Юханнес Нюхольм [d],Швеция   Дания,25 января   2019  и  23 августа   2019,5.8
Коко Шанель и Игорь Стравинский,драма,Ян Кунен,Франция     Япония     Швейцария,2009,6.3
Коко до Шанель,драма биография,Анн Фонтен,Франция   Бельгия,2009,6.7
Колин,фильм ужасов,Марк Прайс,Великобритания,2008,4.7
Колиивщина,историческая  драма,Иван Кавалеридзе,СССР,1933,5.9
"Колечко золотое, букет из алых роз",драма,Дмитрий Долинин,Россия,1994,6.3
Колетт,биография драма,Уош Уэстмоленд,США   Великобритания   Венгрия,2018,6.7
Колесо чудес,драма,Вуди Аллен,США,2017,6.2
Колесо фортуны,комедия  /  драма,Роберт Олтмен,США,1999,6.8
Колесо времени,документальный,Вернер Херцог,Германия   Австрия   Италия,2003,7.1
Колесо,авангард  / 	 драма,Абель Ганс,Франция,1923,7.5
Коллектор,драма комедия,Кристобаль Крузен [en],США,2010,3.2
Коллективный иск,драма,Майкл Эптед,США,1991,6.4
Колокола из глубины,документальный фильм [1],Вернер Херцог,Германия   Россия,1993,7.3
Колокола для босых,"драма, военный",Станислав Барабаш,Чехословакия,1965,7.2
Колодец чудес,"фэнтезийный фильм ,  драматический фильм  и  семейный фильм",Влад Марсавин,США   Италия,2023,5.2
Колодец смерти,фильм ужасов,Бретт Леонард,США,1989,5.3
Колодец и маятник,исторический фильм   ужасы,Стюарт Гордон,США,1991,6.0
Кольца Альманзора,музыкальная   сказка,Игорь Вознесенский,СССР,1977,6.4
Кольская сверхглубокая,научная фантастика   триллер фильм ужасов боди-хоррор,Арсений Сюхин,Россия,2020,
Кома,фантастика фэнтези боевик приключения,Никита Аргунов,Россия,"14 ноября   2019 ,  6 февраля   2020  и  30 января   2020",6.3
Кома,триллер,Майкл Крайтон,США,"1978 ,  25 августа   1978 [1]  и  6 января   1978 [2]",6.9
Коля,драма,Ян Сверак,Чехия,1996,7.7
Коля — перекати поле,комедия-драма,Николай Досталь,Россия,2005,6.8
Кольцо шпионов,шпионский фильм,Роберт Тронсон,Великобритания,1964,6.5
Кольцо Нибелунгов,драма боевик приключенческий фильм фэнтези,Ули Эдель,Германия   Италия   Великобритания   ЮАР,,6.6
«Командир корабля»,драма,Владимир Браун,СССР,1954,7.1
Командир взвода,драма,Аарон Норрис,США,1988,5.3
Комендант Птичьего острова,"приключения ,  Драма",Василий Пронин,СССР,1939,6.1
Комендант Лаутербурга,"драма, экранизация",Павел Резников,СССР,1969,
Комедия ужасов,комедийный фильм ужасов,Жак Турнёр,США,1964,6.6
Комедия строгого режима,комедия,Владимир Студенников Михаил Григорьев,Россия,1992,7.0
Комедия секса в летнюю ночь,комедия,Вуди Аллен,США,1982,6.6
Комедия ошибок,Комедия,Вадим Гаузнер,СССР,1978,7.0
Комната в Риме,мелодрама эротика,Хулио Медем,Испания,2010,6.1
Комната в отеле,драма,Расим Оджагов,Азербайджан,1998,8.0
Комната смерти,"триллер ,  детектив",Альфред Лот,Франция,2007,6.3
Комната с завтраком,комедия драма мелодрама,Роберт Миллер,США,1991,5.4
Комната с видом,"мелодрама ,  драма",Джеймс Айвори,Великобритания,1985,7.2
Комната по соседству,драматический фильм,Педро Альмодовар,Испания,,
Комната насилия,фильм-драма,Кон Итикава,Япония,1956,7.0
Комната Марвина,драма,Джерри Закс,США,1996,6.7
Комната желаний,"мистика,  триллер",Кристиан Волькман,Франция   Люксембург   Бельгия,2019,6.0
Комната епископа,Трагикомедия,Дино Ризи,Италия   Франция,1977,6.4
Комната для Ромео Брасса,трагикомедия,Шейн Медоуз,"Великобритания ,    Канада",1999,7.5
Комната 6,фильм ужасов триллер,Майкл Херст,США,2006,4.1
Комната,драма,Ленни Абрахамсон,Канада   США   Великобритания   Ирландия,2015,8.1
Комната,драма,Томми Вайсо,США,2003,3.6
Коммунит (Русский газ),Кинофантастика,Я. Морин,СССР,1925,
Коммунист,Драма,Юлий Райзман,СССР,1957,7.2
Коммуналка,комедия,Алекс де ла Иглесия,Испания,2000,7.2
Коммуна,драматический фильм [1],Томас Винтерберг [1],Дания   Нидерланды   Швеция [6],"14 января   2016 [1] ,  24 февраля   2016 ,  21 апреля   2016 [2] [3] ,  29 апреля   2016  и  28 апреля   2016 [4]",6.4
"Коммуна (Париж, 1871)",драма псевдодокументальный,Питер Уоткинс,Франция,2000,8.0
Коммивояжёр,драма,Асгар Фархади,"Иран ,   Франция",2016,7.7
Коммерсант,драма,Димитри Логофетис,США,1990,4.8
Коммандо из пригорода,комедия,Берт Кеннеди,США,1991,4.6
Коммандо,боевик,Марк Л. Лестер,США,1985,6.7
"Комический любовник, или Любовные затеи сэра Джона Фальстафа",кинокомедия,Валерий Рубинчик,СССР,,6.3
Комические фазы смешных лиц,"Комедия , мультипликация",Джеймс Стюарт Блэктон,США,1906,6.3
Компадре,"боевик , комедия",Энрике Бегне,,2016,4.8
Комодо против кобры,фильм ужасов,Джим Уайнорски,США,,2.7
Комнаты смерти: Загадки настоящего Шерлока Холмса,Детективно - биографический   сериал,Пол Маркус,Великобритания,2000—2001,7.9
Комната сына,психологическая  драма,Нанни Моретти,Италия,2001,7.3
Комната страха,"драма ,  триллер",Дэвид Финчер [1] [2] […],США,2002,6.8
Комиссия по расследованию,драма,Владимир Бортко,СССР,1978,6.1
Конвейер смерти,драма,Иван Пырьев,СССР,1933,5.5
Конан-разрушитель,"приключенческий фильм ,  фэнтези",Ричард Флейшер,США,1984,5.9
Конвой,драма,Алексей Мизгирёв,Россия,2012,6.2
Конвой,"приключенческий фильм , роуд-муви",Сэм Пекинпа Джеймс Коберн [1],США,1978,6.3
Конвоиры,комедия,Деннис Хоппер,США,1994,5.2
Конверт,фильм ужасов,Владимир Марков,Россия,2017,5.4
Конверт,драма    фантастика,Алексей Нужный,США   Россия,2012,7.2
Конан-варвар,меч и колдовство фэнтези боевик приключения,Маркус Ниспель,США,2011,5.1
Конец игры,историческая   драма,Пит Трэвис,Великобритания,2009,6.2
Конец игры,боевик криминальный фильм драма,Энди Чэн,США,2006,5.1
Конец пригородов: истощение нефти и коллапс американской мечты,документальный,Грегори Грин,Канада,2004,7.4
Конец прекрасной эпохи,драма экранизация,Станислав Говорухин,Россия,2015,6.5
Конец полустанка,комедия,Василий Фёдоров,СССР,1935,
Конец операции «Резидент»,психологический детектив,Вениамин Дорман,СССР,1986,6.4
Конец одиночества фермы Берхоф,"драма, экранизация",Иржи Свобода,"Чехословакия ,     Польша",1984,7.2
Конец нашего света,"драма, экранизация",Ванда Якубовская,ПНР,1964,7.5
Конкурс красоты,мелодрама,Александр Волков,Российская империя,1918,
Конкурентка,Мелодрама,Дагмар Хиртц,Германия,1997,6.7
Контрабанда,боевик криминальный фильм драма триллер,Балтазар Кормакур,США   Великобритания   Франция,2012,6.4
Контрабанда,детективный фильм приключенческий фильм,Станислав Говорухин,СССР,1974,5.6
Контора,комедия,Кен Финкльман ассистент : Патриция Розема     (англ.)  ( рус.,США,1986,5.4
Континуум,"научно-фантастический фильм [3] [4] […] ,  подростковый фильм ,  найденная плёнка  и  фильм о путешествии во времени [d]",Дин Израэлайт,США,2015,6.3
Континентальный водораздел,романтическая  кинокомедия,Майкл Эптед,США,1981,6.2
"Континенталь — фильм, в котором нет ружья",драма комедия,Стефан Лафлёр,Канада,2007,6.8
Конфетки в униформе,порнофильм,Боб Чинн [d] [1] [2] […],США,1978,5.9
Конференция,драма,Иван И. Твердовский,Россия   Эстония   Италия   Великобритания,2020,
Коперник,исторический,"Эва Петельская ,  Чеслав Петельский","Польша ,    ГДР",1972,6.1
Копенгагена не существует,драматический фильм [2],Мартин Сковбьерг [d] [3],Дания [3],2023,
Копенгаген,драма,Марк Расо,Канада   США   Дания,2014,7.0
Копейка,комедия,Иван Дыховичный,Россия,2002,6.9
Коп на драйве,комедия,Тарек Будали,Франция,2020,
Координаты смерти,драма военный,Самвел Гаспаров Нгуен Суан Тян,СССР   Вьетнам,1985,5.8
Корабль-призрак,фильм ужасов о сверхъестественном,Стив Бек,США   Австралия,2002,5.6
Корабль-призрак,фильм ужасов психологический триллер,Марк Робсон,США,1943,6.6
Корни,историческая   драма,Марвин Дж. Чомски Джон Эрман Дэвид Грин Гилберт Мозес,США,,8.4
Кормилица,драма,Марко Беллоккьо,Италия,1999,6.6
Коричневый кролик,драма,Винсент Галло,США     Япония     Франция,2003,4.9
Кориолан,триллер драма,Рэйф Файнс,Великобритания,2011,6.1
Коридоры времени (,"фэнтези ,  драма ,  история",Эрик Густавсон,Норвегия   Швеция,1999,5.8
Коридор бессмертия,драма военный,Фёдор Попов,Россия,2019,5.5
Корень жизни,драма,Николай Гибу,СССР,1977,
Корень всех зол?,документальный,Рассел Барнс,Великобритания,,8.2
Кордебалет,музыкальный фильм,Ричард Аттенборо,США,1985,6.2
Корвет K-225,военный фильм,Ричард Россон,США,1943,6.6
Корбетт и Кортни перед Кинетографом,спортивный фильм,неизвестен,США,1894,5.4
Коралловый риф,"драма ,  приключения",Морис Глейз,Германия,1939,6.1
Коралловый рай,документальный фильм,Лени Рифеншталь,Германия,2002,7.2
Корабль пришельцев,киноповесть,Сергей Никоненко,СССР,1985,6.7
Корабль приплывает,драма,Уильям К. Ховард [d],США,4 января   1928,5.5
Корабль призраков,Фильм ужасов,Gary Shore,Великобритания,2023,4.2
Корабль дураков,драма,Стэнли Крамер,США,1965,7.1
Корабль в Пусан,"боевик [1] ,  криминальный фильм [1] ,  фильм ужасов [2] [1]  и  научно-фантастический фильм [1]",Ким Хонсон [d] [2],Республика Корея [2],2022,
Корабль в Индию,драма,Ингмар Бергман,Швеция,1947,6.4
Корабль,немое кино  и  историческая драма,Габриеллино Д’Аннунцио,Италия,1921,5.2
Корабли штурмуют бастионы,историко-биографический,Михаил Ромм,СССР,1953,7.1
Корабли викингов,боевик  /  приключения,Джек Кардифф,Великобритания   Югославия,1963,6.0
Корни,Историческая драма,Брюс Бересфорд Томас Картер Филлип Нойс Марио Ван Пиблз,США,,7.9
Корабельные новости,драма мелодрама,Лассе Халльстрём,США,2001,6.7
Кора Терри,музыкальный фильм,Георг Якоби,Германия,1940,5.7
Копьеносец Гондза,драма,Масахиро Синода,Япония,1986,7.0
Копьё судьбы,приключенческий фильм,Флориан Баксмайер,Германия,2010,4.6
Королева Елизавета,исторический фильм,Луи Меркантон   Генри Десфонтейнез,Франция,1912,4.6
Королева дэнсхолла,драма,"Рик Элгуд, Дон Леттс",Ямайка,1997,6.8
Королева „Шантеклера“,музыкальный фильм мелодрама драма,Рафаэль Хиль,Испания,1962,6.2
Королева Чардаша,мюзикл,Георг Якоби,ФРГ,1951,5.9
Королева славян,"исторический ,  драма ,  фэнтези",Constantin Werner [d] [1],Чехия [2]   США,2009,4.5
Королева скота из Монтаны,вестерн,Аллан Двон,США,1954,5.6
Королева сердец,драма,Май эль-Туки,Дания   Швеция,2019,7.0
Королева реки,исторический фильм  /  драма,Винсент Уорд,Великобритания      Новая Зеландия,2005,5.9
Королевство кривых зеркал,"фильм-сказка ,  приключения",Александр Роу,СССР,1963,7.2
Королевство кривых зеркал,Мюзикл Экранизация,Александр Игудин,Россия,2007,3.1
Король в Нью-Йорке,комедия,Чарльз Чаплин,Великобритания,1957,7.0
Король без развлечений,драма,Франсуа Летерье,Франция,1963,7.0
Король барабанщиков,"музыкальный ,  фильм-драма",Умэцугу Иноуэ,Гонконг,1967,6.9
