title,genre,director,country,year,Rate IMDb
Красавицы на велосипедах,кинокомедия,Карло Кампогаллиани,,1951,6.1
Кошмар на Биттер Крик,триллер,Тим Бёрсталл,США,1988,5.0
Кошмар на улице Вязов 2: Месть Фредди,сверхъестественный   слэшер,Джек Шолдер,США,1985,5.4
Кошмар на 13-м этаже,триллер,Уолтер Грауман,США,1990,5.6
Кошмар матери,триллер,Вик Сарин,Канада,,5.8
Кошмар,фантастика,Джон Эрман,США,2 декабря   1963,7.7
Кошкодав Сильвер,,"Елхов, Юрий Александрович",СССР,1989,7.3
Кошмар,"фантастика,  фильм ужасов",Жорж Мельес,Франция,1896,6.5
Кошмар дома на холмах,"ужасы 
 триллер 
 детектив",Дэннис Доннелли,США,1978,5.2
Кошмар на улице Вязов,слэшер,Уэс Крэйвен [5] [6] […],США,1984,7.4
Кошки-мышки,"драма, экранизация",Карой Макк,Венгрия,1972,6.5
Кошки-мышки,комедия драма,Сюзанна Грант,США,2006,5.9
Кошки это сволочи,драма,Хенрик Бельский,Польша,1978,6.4
Кошмар на улице Вязов 5: Дитя сна,готический   слэшер [1],Стивен Хопкинс,США,1989,5.0
Кошки против собак 2:,"комедия ,  семейный ,  приключения",Брэд Пейтон,США,2010,4.3
Кошки против собак,"комедия ,  приключения ,  семейный фильм",Лоуренс Гутерман,США   Австралия,2001,5.1
Кошка-привидение,мелодрама   семейный фильм,Дон МакБрити [en],Канада,2004,5.5
Кошки,"мюзикл ,  фэнтези",Том Хупер,США   Великобритания,2019,2.8
Кошечка,психоделическая  комедия,Григорий Константинопольский,Россия,2009,6.7
Кошка о девяти хвостах,фильм ужасов триллер джалло,Дарио Ардженто,Италия     ФРГ     Франция,1970,6.6
Кошечка,комедия,Пьер Уни,Франция,1983,3.4
Кошелёк или жизнь,фильм ужасов  /  комедия  /  триллер,Майкл Догерти,США,2007,6.7
Кочующий фронт,боевик,Барас Халзанов,СССР,1971,4.9
Кошка на раскалённой крыше,драма,Ричард Брукс,США,1958,7.9
Кошачий глаз,"ужасы ,  триллер ,  мелодрама",Льюис Тиг ru en,США,1985,6.3
Кочубей,исторический фильм,Юрий Озеров,СССР,1958,6.8
Коффи и Карим,"боевик ,  комедия",Майкл Даус,США,2020,5.2
Кочевник,драма исторический фильм военный фильм,Иван Пассер Сергей Бодров-старший   Талгат Досымгалиевич Теменов,Казахстан   Франция   Россия   США,2005,5.8
Кочегар,криминальная драма,Алексей Балабанов,Россия,2010,6.6
Кошмар,драма триллер,Джон Паскуин,США,1991,5.4
Кофе с лимоном,драма,Леонид Горовец,Израиль     Россия,1994,7.1
Кофейня,драма,Райнер Вернер Фасбиндер,ФРГ,,6.0
Коффи,"криминал ,  экшн ,  триллер",Джек Хилл,США,1973,6.8
Кофе и сигареты: Где-то в Калифорнии,комедия,Джим Джармуш,США,1993,7.6
"Кофе и сигареты, мемфисская версия",комедийный фильм,Джим Джармуш,США,1989,7.1
Кофе и сигареты,комедия,Джим Джармуш,США,1986,7.1
Который час?,драма  /  комедия,Этторе Скола,Италия   Франция,1989,7.3
Кофе и сигареты,комедия драма,Джим Джармуш,США   Япония   Италия,2003,7.0
Котёл,философская трагикомедия драма,Ева Басс,Россия,2018,5.7
Котовский,исторический фильм фильм-биография,Александр Файнциммер,СССР,1942,7.0
Кот-проныра,трагикомедия,Жан Боден,Канада,1985,6.4
Котёнок,"драма ,  семейный фильм",Иван Попов,Россия,1996,7.2
Кот с человеческими руками,,Роберт Морган,Великобритания,2001,7.3
Кот против Крысы,боевик комедия,Лю Цзялян,Гонконг,1982,5.9
Кот и мышь,детектив,Клод Лелуш,Франция,1975,6.6
Кот в сапогах,телеспектакль,Светлана Джимбинова     А. Покровский,СССР,1979,
Кот и канарейка,фильм ужасов,Пауль Лени,США,1927,7.1
Кот и канарейка,комедия ужасов,Эллиотт Наджент [1],США,1939,7.1
Кот в мешке,комедия,Георгий Щукин,СССР,1978,5.7
Кот в мешке,комедия  /  мелодрама,Уолт Беккер,США,2002,5.8
Кот,"комедийная драма ,  романтический фильм  и  ЛГБТ-фильм [d]",Клаус Хэндл [d] [5],Австрия,"13 февраля   2016 [1] ,  4 ноября   2016 [2] ,  24 ноября   2016 [1] [3] ,  1 ноября   2016 [4]  и  2016",6.4
Кот,драма,Пьер Гранье-Дефер,Франция     Италия,1971,7.5
Косяковое безумие,"эксплуатационное кино ,  драматический фильм [1] ,  пропагандистский фильм  и  криминальный фильм",Луи Ганье,США,1936,3.7
Костюшко под Рацлавицами,"исторический фильм ,  драма ,  мелодрама ,",Юзеф Лейтес,Польша,1938,6.9
КостяНика. Время лета,мелодрама,Дмитрий Фёдоров,Россия,2006,6.9
Кот,фэнтези комедия приключения семейный,Бо Уэлш,США,2003,4.1
Костяной томагавк,вестерн - хоррор,С. Крэйг Залер,США,2015,7.1
Костюмер,драма,Питер Йетс,Великобритания,1983,7.5
Костя и Мышь,документальный фильм,Андрей Загданский,США,2006,9.5
Костёр тщеславия,"трагикомедия , драма",Брайан Де Пальма,США,1990,5.6
Костлявая кума,драма детектив,Бернардо Бертолуччи,Италия,1962,6.8
Коттедж,криминальная комедия,Пол Эндрю Уильямс,Великобритания,2008,6.1
Кости,"фильм ужасов [1] [2] ,  слэшер ,  blaxploitation ,  районный фильм  и  фильм о привидениях [d]",Эрнест Дикерсон,США,2001,4.4
Костры горят,,Юрий Кавтарадзе,СССР,1961,7.6
Костолом,комедия драма,Барри Сколник,Великобритания   США,2001,6.4
Костёр пылающий,"комедия ,  мелодрама",Иван Мозжухин,Франция,1923,7.3
Костёр на ветру,драма,Дмитрий Давыдов,Россия,2016,6.7
Костёр в белой ночи,драма   боевик,Борис Бунеев,СССР,1984,5.7
Корсары Булонского леса,комедия,Норбер Карбонно,Франция,1954,4.7
Коррупция,"детектив ,  криминал",Алексей Поляков,СССР,1989,5.0
"Коррина, Коррина",комедия   драма   мелодрама,Джесси Нельсон,США,1994,6.6
Коррупционер,боевик триллер,Джеймс Фоули,США,1999,6.1
Корпус генерала Шубникова,военный фильм,Дамир Вятич-Бережных,СССР,1980,6.4
Костёр,драматический фильм,Йосеф Сидар,Израиль,2004,7.0
Корпорация,документальный,Марк Акбар Дженнифер Эббот,Канада,2003,8.0
Коста-Брава,Мелодрама,Marta Balletbò-Coll,Испания,1995,6.3
Корпорация «Святые моторы»,драма,Леос Каракс,Франция   Германия,2012,7.0
Корпоратив,комедия,Олег Асадулин,Россия,2014,2.6
Корпорация «Бессмертие»,фантастика,Джеф Мёрфи,США,1992,5.4
Корпорация «Еда»,Документальный,Роберт Кеннер,США,2008,7.8
Корпоративные животные,кинокомедия,Патрик Брайс,США,29 января   2019  и  23 января   2020 [1],4.5
Короткое дыхание любви,драма,Валерий Харченко,Финляндия   Россия,1992,5.9
Коротышка,чёрная комедия,Джош Шварц,США,2012,5.4
Шестеро заболевают,Анимационный,Дэвид Линч,США,1967,7.3
Короткое замыкание,"мелодрама ,  артхаус",Кирилл Серебренников Пётр Буслов Иван Вырыпаев Алексей Герман мл. Борис Хлебников,Россия,2009,6.4
Короткое замыкание 2,"фантастика ,  комедия",Кеннет Джонсон,США,1988,5.7
Короткое замыкание,"фантастика ,  комедия",Джон Бэдэм,США,1986,6.6
Короткий путь,фильм ужасов триллер,Николаус Гуссен,США,2009,5.0
Короткий срок 12,драма,Дестин Креттон,США,2013,7.9
Весельчак Пи-Ви,"комедия ,  мелодрама",Рэндл Клайзер,США,1988,5.1
Короткий фильм об убийстве,драматический фильм [1],Кшиштоф Кесьлёвский,Польша,1988,8.0
Короткий ум,комедия,Норбер Карбонно,Франция,1956,5.8
Короткий фильм о любви,Драма Мелодрама,Кшиштоф Кеслёвский,Польша,1988,8.1
Короткий отпуск,"драма, мелодрама",Витторио Де Сика,Италия   Испания,1973,7.5
Короткие истории,"комедия ,  драма",Карлос Сорин,Аргентина     Испания,2002,7.4
Короткие встречи,мелодрама,Кира Муратова,СССР,1967,7.2
Короче,фантастика   комедия драма,Александр Пэйн,США,2017,5.8
Короткие истории,драма,Роберт Олтмен,США,1993,7.6
"Корона Российской империи, или Снова неуловимые","Приключения ,  История ,  Боевик",Эдмонд Кеосаян,СССР,1971,6.7
Короткие истории,комедия,Михаил Григорьев,СССР,,7.2
Король-рыбак,"трагикомедия ,  магический реализм",Терри Гиллиам,США,1991,7.5
Короткая встреча,драма мелодрама,Дэвид Лин,Великобритания,1945,8.0
Король-орёл,боевик драма,Чжан Чэ,Гонконг,1971,6.7
Король-завоеватель,исторический  /  боевик,José Antonio Escrivá [d],Испания,2009,7.0
Король-олень,Музыкальная сказка,Павел Арсенов,СССР,1969,6.6
Король-динозавр,Фантастика,Берт Айра Гордон,США,1955,2.2
Король Шумавы,"приключения, криминальный фильм,  драма , шпионский детектив",Карел Кахиня,Чехословакия,1959,6.5
Король футбола,детская  кинокомедия,Тони Гиглио,США,1999,3.1
Король Убю,драма   комедия   гротеск,Пётр Шулькин,Польша,2003,6.6
Король трёпа,комедия,Морис Лабро,Франция,1951,5.6
Король-боксёр,боевик драма,Чон Чхан Хва [ko],Гонконг,1972,7.1
Король танцует,драма исторический фильм музыкальный фильм,Жерар Корбьо,Франция   Германия   Бельгия,2000,6.9
Король цыган,драма,Фрэнк Пирсон,США,1978,6.2
Король Стейтен-Айленда,комедия драма,Джадд Апатоу,США,2020,7.1
Король смерти,"ужасы ,  драма",Йорг Буттгерайт,Германия,1989,6.4
Король острова дьявола,драма,Мариус Холст,Норвегия   Франция   Швеция   Польша,2010,7.5
Король Ральф,комедия     мелодрама,Дэвид Уорд,США,1991,5.4
Король Ричард,биографическая спортивная драма,Рейнальдо Маркус Грин,США,2021,7.5
Король Парижа,драма,Евгений Бауэр Ольга Рахманова,Россия,1917,6.1
Король Нью-Йорка,криминальная   драма,Абель Феррара,США,1990,6.9
Король муравьёв,Триллер,Стюарт Гордон,США,2003,6.1
Король приключений,боевик приключенческий фильм комедия,Тони Чхин,Гонконг,1996,5.7
Король Матиуш I,"сказка ,  детский фильм",Ванда Якубовская,Польша,1958,5.7
Король Лир,Трагифарс,Жан-Люк Годар,США,1987,5.4
Король Лир,трагедия,Ричард Эйр,США   Великобритания,,6.2
Король Лир,драма,Майкл Эллиотт,Великобритания,,7.6
Король кунг-фу,кинокомедия,Ланс Хейс,США,1976,4.9
Король клетки,"боевик ,  драма",Ким Ду Йонг,Республика Корея   США,2004,3.0
Король Лир,трагедия,Джероламо Ло Савио,Италия,1910,6.0
Король комедии,трагикомедия,Мартин Скорсезе,США,1982,7.8
Король кикбоксеров,боевик,Лукас Лоу,США,1990,5.8
Король Калифорнии,"комедийная драма ,  приключения",Майк Кэхилл,США,2007  и  15 ноября   2007 [1],6.6
Король Лир,трагедия,Григорий Козинцев,СССР,1970,8.1
Король Конго,приключенческий фильм [2]  и  немое кино,Ричард Торп,США,1929,5.6
Король и я,музыкальный фильм,Уолтер Лэнг,США,1956,7.4
Король и шут,исторический драма,Ли Чжун Ик,Республика Корея,2005,7.3
Король жизни,драма,Альфред Деэши,Австро-Венгрия,1917,6.6
Король затерянного мира,Фантастика Приключения,Ли Скотт,США,2005,2.4
Король Джон,короткометражный фильм,Уолтер Феффер Дандо Уильям К. Л. Диксон Герберт Бирбом Три,Великобритания,1899,5.0
Король Данило,Исторический фильм боевик,Тарас Химич,Украина,2018,4.5
Король гор и другие,фильм о животных,Борис Долин,СССР,1969,7.2
Король воров,"криминальный фильм ,  драматический фильм  и  фильм, основанный на реальных событиях [d]",Джеймс Марш,Великобритания,2018,5.5
Король воздуха,комедия  /  драма,Чарльз Мартин Смит,США     Канада,1997,5.3
Король вечеринок 2: Восхождение Таджа,молодёжная  комедия,Морт Нэтан,США,2006,4.8
Король вечеринок,комедия,Уолт Беккер [2] [3] […],США   Германия,2002,6.4
Король вне закона,"боевик ,  приключенческий фильм ,  драматический фильм ,  исторический фильм ,  биографический фильм  и  фильм о Средневековье [d]",Дэвид Маккензи,Великобритания   США,2018,6.9
Король вечеринок 3,комедия,Харви Глейзер,США,2009,5.1
Король бубён,игровое кино,Борис Эпштейн,СССР,1958,
Король в Нью-Йорке,комедия,Чарльз Чаплин,Великобритания,1957,7.0
Король без развлечений,драма,Франсуа Летерье,Франция,1963,7.0
Король барабанщиков,"музыкальный ,  фильм-драма",Умэцугу Иноуэ,Гонконг,1967,6.9
Король Артур,приключения,Саймон Селлан Джоунс [d],США,2024,7.1
Король Артур,исторический   боевик,Антуан Фукуа,США,2004,6.3
Король,"биография ,  драма ,  военный ,  история",Дэвид Мишо,Австралия   США,2019,7.3
Короли шутки,комедия,Клод Зиди,Франция,1985,5.0
Король говорит!,драма [1] исторический фильм [1],Том Хупер,Великобритания   Австралия,2010,8.0
Король,документальный,Юджин Джареки,США   Германия,2017,6.9
Короли улиц,триллер криминал,Дэвид Эйер,США,2008,6.8
Король — полярный медведь,семейный фильм приключенческий фильм фэнтези,Ула Солум,Норвегия   Швеция   Германия,1991,5.9
Короли Солнца,Мелодрама исторический приключенческий,Джей Ли Томпсон,США,1963,6.1
Короли рулетки,драма,Эдуард Кортес,Испания,2012,5.4
Короли мамбо,драма,Арн Глимчер,США   Франция,1992,6.4
Короли льда,"спорт,  драма ,  семейный",Эрик Тессье,Канада,2012,6.5
Короли интриги,детектив   комедия,Хуан Хосе Кампанелья,Аргентина       Испания,2019,7.2
Короли лета,драма комедия,Джордан Вот-Робертс,США,2013,7.1
Короли Догтауна,"биография ,  драма ,  спорт",Кэтрин Хардвик,США   Германия,2005,7.1
Король,политическая    криминальная драма,Хан Джэрим     (англ.)  ( рус.,Республика Корея,2017,6.9
Короли и капуста,кинокомедия,Николай Рашеев,СССР,1978,5.8
Королевы убийства,комедия криминал,Даррен Стейн,США,1999,5.7
Королевский скандал,комедия мелодрама,Отто Премингер,США,1945,6.7
Короли и королева,"комедия, драма",Арно Деплешен,Франция,2004,7.0
Королевство полной луны,трагикомедия,Уэс Андерсон,США,2012,7.8
Королевство кривых зеркал,"фильм-сказка ,  приключения",Александр Роу,СССР,1963,7.2
Королевство,"боевик , детектив",Питер Берг,США,2007,7.0
Королевский скандал,"детектив ,  триллер",Родни Гиббонс,Канада [1],,6.0
Королевство кривых зеркал,Мюзикл Экранизация,Александр Игудин,Россия,2007,3.1
Королевство алмазов,музыкальный фильм  /  фэнтези,Сатьяджит Рай,Индия,1980,8.8
Королевский роман,драма исторический фильм мелодрама,Николай Арсель,Дания   Швеция   Чехия,2012,7.5
Королевские драгоценности,драматический фильм,Элла Лемхаген [d] [1],Швеция [1]   Дания [1],29 июня   2011 [1],5.9
Королевская семья Бродвея,романтическая комедия,Джордж Кьюкор,США,1930,6.1
Королевский размер,мюзикл,Патрик Морен,Франция,2007,5.3
Королевские воины,боевик драма,Дэвид Чун,Гонконг,1986,7.0
Королевская шлюха,приключенческий фильм драма исторический фильм мелодрама,Аксель Корти,Великобритания   Австрия   Франция   Италия,1990,5.8
Королевские дети,"драма, мелодрама, военный фильм",Франк Байер,ГДР,1962,7.4
Королевская свадьба,музыкальная   комедия,Стэнли Донен,США,1951,6.7
Королевская битва 2,"антиутопия ,  боевик",Киндзи Фукасаку     Кэнта Фукасаку,Япония,2003,4.6
Королевская регата,комедия,Юрий Чулюкин,СССР,1966,7.0
Королевская милость,драма / исторический,Майкл Хоффман,США  —  Великобритания,1995,6.6
Королевская битва,"антиутопия ,  триллер ,  боевик ,  драма",Киндзи Фукасаку,Япония,16 декабря   2000 [1]  и  2000,7.5
Королевский размер,Комедия,Питер Левин,США,,4.6
Королева-воин,"эпический фильм ,  драматический фильм [1] ,  исторический фильм [1]  и  боевик [1]",Джина Принс-Байтвуд [d] [1],США [1],2022,6.9
Королева „Шантеклера“,музыкальный фильм мелодрама драма,Рафаэль Хиль,Испания,1962,6.2
Королева Чардаша,мюзикл,Георг Якоби,ФРГ,1951,5.9
Королева реки,исторический фильм  /  драма,Винсент Уорд,Великобритания      Новая Зеландия,2005,5.9
Королева скота из Монтаны,вестерн,Аллан Двон,США,1954,5.6
Королева славян,"исторический ,  драма ,  фэнтези",Constantin Werner [d] [1],Чехия [2]   США,2009,4.5
Королева проклятых,"Фильм о вампирах ,  музыкальный фильм",Майкл Раймер,Австралия   США,2002,5.2
Королева сердец,драма,Май эль-Туки,Дания   Швеция,2019,7.0
Королева ночи,притча,Валериан Боровчик,Франция,1987,4.9
Королева мёртвых,мистическая драма,Михаил Бонч-Томашевский,Российская империя,1916,
Королева Марго,драма,Жан Древиль,Франция     Италия,1954,6.2
Королева космоса,научная фантастика,Эдвард Берндс [en],США,1958,4.6
Королева Марго,историческая   драма,Александр Муратов,Россия,,7.3
Королева Келли,Драма,Эрих фон Штрогейм,США,1928—1929 [1],7.1
Королева Марго,фильм-биография драма   исторический фильм,Патрис Шеро,Франция   Германия   Италия,1994,7.4
Королева и кардинал,исторический фильм,Марк Ривьер,Франция   Италия,,6.8
Королева Кристина,исторический фильм драма   фильм-биография,Рубен Мамулян,США,1933,7.5
Королева Елизавета,исторический фильм,Луи Меркантон   Генри Десфонтейнез,Франция,1912,4.6
Королева дэнсхолла,драма,"Рик Элгуд, Дон Леттс",Ямайка,1997,6.8
Королева баскетбола,короткометражный фильм [1]  и  документальный фильм [1],Ben Proudfoot [d],США [1],2021,8.0
Королева Земли,триллер драма,Алекс Росс Перри,США,2015,6.2
Королева бала,драма,Джон Л’Экуаер,Канада,,6.7
Королева бензоколонки,комедия,"Алексей Мишурин , Николай Литус",СССР,1962,7.2
Королева пустыни,драма биография,Вернер Херцог,США,2015,5.7
Коровы,Драма,Хулио Медем,Испания,1992,7.1
Королёв,драма,Юрий Кара,Россия   Украина,2007,5.1
Корова,драма,Дариюш Мехрджуи,Иран,1969,7.9
Коробка,"спортивная драма,  молодёжная драма",Эдуард Бордуков,Россия,2016,6.3
Корни неба,драма,Джон Хьюстон,США,1958,6.3
Королева,биографическая   драма,Стивен Фрирз,Франция   Великобритания   Италия,2006,7.3
Корни,драма,Караман Мгеладзе,СССР     Франция,1987,8.8
Корни,Историческая драма,Брюс Бересфорд Томас Картер Филлип Нойс Марио Ван Пиблз,США,,7.9
Концерт Бетховена,детский фильм,"Владимир Шмидтгоф ,  Михаил Гавронский",СССР,1936,6.0
Концерт в Каверн-Клаб,музыкальный,Geoff Wonfor [1],США,1999,7.6
Корни,историческая   драма,Марвин Дж. Чомски Джон Эрман Дэвид Грин Гилберт Мозес,США,,8.4
Концерт,драма комедия музыкальный,Раду Михайляну,Франция   Россия   Италия   Румыния   Бельгия,2009,7.5
Конфуций,Биография,Ху Мэй,Китай,2010,6.1
Конфискатор,"комедия ,  фантастика",Александр Кокс,США,1984,6.9
Конфликт,Фильм нуар Психологический   триллер,Кёртис Бернхардт,США,1945,7.1
Корни,"драма ,",Ваге Ян,Армения,2016,7.1
Контрудар,военный фильм драма,Владимир Шевченко,СССР,1985,6.9
Конфетки в униформе,порнофильм,Боб Чинн [d] [1] [2] […],США,1978,5.9
Контршпионаж,Детективный фильм Шпионский фильм,Эдвард Дмитрик,США,1942,6.5
Конформист,драма,Бернардо Бертолуччи,Италия     Франция     ФРГ,1970,7.9
Контрольная по специальности,мелодрама,Борис Шадурский,СССР,1981,6.4
Контрибуция,исторический   детектив,Сергей Снежкин,Россия,2016,6.7
Контракты,комедия,Камило Вила,США,1988,5.7
Контролёр универмага,комедия,Чарли Чаплин,США,1916,6.6
Контроль,"боевик ,  драма",Тим Хантер,США,2004,6.2
Контроль,драма триллер комедия артхаус,Нимрод Антал,Венгрия,2003,7.6
Договор с дьяволом,"комедия, молодёжный",Йозеф Закар,,1967,7.0
Контракт со смертью,драма,Дмитрий Астрахан,Россия   Белоруссия,1998,6.4
Контракт на убийство,боевик,Киони Ваксман,США   Румыния,2016,3.2
Контракт рисовальщика,"драма ,  комедия",Питер Гринуэй,Великобритания,1982,7.2
Контракт века,драма,Александр Муратов,,1985,5.9
Контракт,триллер     криминал,Брюс Бирсфорд,США   Германия,2006,5.6
Контрабандист,криминальная комедия,Себастьян Аларкон,Россия   Чили,1992,2.8
Контрабандисты оружия,нуар,Дон Сигел,США,1958,6.3
Контора,комедия,Кен Финкльман ассистент : Патриция Розема     (англ.)  ( рус.,США,1986,5.4
Контрабанда,боевик криминальный фильм драма триллер,Балтазар Кормакур,США   Великобритания   Франция,2012,6.4
Континуум,"научно-фантастический фильм [3] [4] […] ,  подростковый фильм ,  найденная плёнка  и  фильм о путешествии во времени [d]",Дин Израэлайт,США,2015,6.3
Континентальный водораздел,романтическая  кинокомедия,Майкл Эптед,США,1981,6.2
"Континенталь — фильм, в котором нет ружья",драма комедия,Стефан Лафлёр,Канада,2007,6.8
Контрабанда,детективный фильм приключенческий фильм,Станислав Говорухин,СССР,1974,5.6
Контроль,"Биографический фильм ,  мелодрама",Антон Корбейн,Великобритания   Австралия   Япония,2007,7.6
Контакт,"научная фантастика ,  драма",Роберт Земекис,США,1997,7.5
Консьерж (За любовь или деньги),комедия,Барри Зонненфелд,США,1993,6.2
Контрабас,драма,Анна Меликян,Россия,2002,5.5
Конструктор красного цвета,документальный фильм фантастика   ужасы,"Андрей И ,  Армен Петросян",Россия,1993,6.3
Консультант,"комедийный фильм [1] ,  научно-фантастический фильм [1]  и  драматический фильм [1]",Лейтум,США,2011,6.4
Константин Заслонов,"историко-биографический ,  военный фильм",Александр Файнциммер Владимир Корш-Саблин,СССР,1949,6.0
Константин: Повелитель тьмы,"супергероика [1] [2] [3] 
 городское фэнтези [4]",Фрэнсис Лоуренс,США,2005,7.0
Константин Великий,пеплум приключенческий фильм драма мелодрама,Лионелло Де Феличе,"Италия ,    Югославия",1961,5.8
Константин 2,супергеройский фильм,Фрэнсис Лоуренс,США,,
Конспирация 58,псевдодокументальный фильм,,Швеция,29 мая   2002 [1],6.4
Коноплянка,комедия,Витольд Лещиньский,Польша,1981,7.5
Консервы,боевик драма,Егор Кончаловский,Россия,2007,3.8
Конспираторы,Шпионский триллер Военный фильм Мелодрама,Жан Негулеско,США,1944,6.5
Конопля для победы,"Документальный, короткометражный",Raymond Evans,США,1942,6.3
Константин Философ,мини-сериал драма исторический биография,Георгий Стоянов,Болгария,,6.9
Конкурентка,Мелодрама,Дагмар Хиртц,Германия,1997,6.7
Конкретная Жертва,драма,Стивен Джон Левицки,США,1985,2.3
Конклав,триллер,Эдвард Бергер,Великобритания,,3.6
Восхождение Борджиа,историческая драма,Кристофер Шру,",",2006,6.5
Кони не виноваты,"драма, экранизация",Станислав Комар,СССР,1956,
Конечный пункт,драма,Джеймс Айвори,США,2009,6.3
Конечная станция,документальный,Джон Шлезингер,Великобритания,1961,7.1
Константа,драма,Кшиштоф Занусси,Польша,1980,7.2
Кони-Айленд,кинокомедия,Роско Арбакл (не указан в титрах),США,1917,6.3
Конец старой Берёзовки,киноповесть,Виктор Эйсымонт,СССР,1960,
Конец Чирвы-Козыря,социальная драма экранизация,Василий Лапокныш,СССР,1957,6.4
Конец тура,драма,Джеймс Понсольдт,США,2015,7.2
Конец сезона,триллер мелодрама,Константин Худяков,Россия,2019,8.2
Кони-Айленд ночью,документальный фильм,Эдвин Стэнтон Портер,США,1905,6.1
Конец света с последующим симпозиумом,детективный фильм,Татьяна Лиознова,СССР,1986—1987,5.1
Конец света,триллер,Хорхе Торрегросса,Испания,2012,5.0
Конец света,фильм-катастрофа,Гарет Эдвардс,Великобритания,2005,5.7
«Конец света: Сверхновая»,научно-фантастический   фильм-катастрофа,Энтони Фанкхаузер,США,2009,2.2
Конец света,мистический   боевик,Питер Хайамс,США,1999,5.8
Конец света 2013: Апокалипсис по-голливудски,чёрная комедия,Сет Роген Эван Голдберг,США,2013,6.6
Конец священника,"комедийный фильм ,  парабола [1]  и  драматический фильм [1]",Эвальд Шорм,Чехословакия,1969,7.2
Конец света,научно-фантастический фильм [1] [2]  и  фильм-катастрофа,Абель Ганс [2],Франция,1931,6.0
Конец Санкт-Петербурга,драма,Всеволод Пудовкин,СССР,1927,7.3
Конец пути,Военная драма,Сол Дибб,Великобритания,2017,6.7
Конец романа,драма  /  мелодрама,Нил Джордан,США   Великобритания,1999,7.0
Конец пригородов: истощение нефти и коллапс американской мечты,документальный,Грегори Грин,Канада,2004,7.4
Конец прекрасной эпохи,драма экранизация,Станислав Говорухин,Россия,2015,6.5
Конец света,комедия,Борис Бунеев,СССР,1962,6.0
Конец одиночества фермы Берхоф,"драма, экранизация",Иржи Свобода,"Чехословакия ,     Польша",1984,7.2
Конец операции «Резидент»,психологический детектив,Вениамин Дорман,СССР,1986,6.4
Конец лжеца,триллер,Рон Оливер,Канада,1992,4.5
Конец миссис Чейни,комедийная   драма,"Ричард Болеславский ,  Дороти Арзнер  (в титрах не указана),  Джордж Фицморис  (в титрах не указан)",США,1937,6.4
Конец Любавиных,драма,Леонид Головня,СССР,1971,6.1
Конец нашего света,"драма, экранизация",Ванда Якубовская,ПНР,1964,7.5
Конец императора тайги,"приключенческий фильм ,  истерн [1]",Владимир Саруханов,СССР,1978,6.1
Конец игры,боевик криминальный фильм драма,Энди Чэн,США,2006,5.1
Конец и начало,"киноповесть, военный",Манос Захариас,СССР,1963,7.6
Конец игры,историческая   драма,Пит Трэвис,Великобритания,2009,6.2
Конец дня,боевик пост-апокалипсис фильм ужасов,Уильям Кауфман,США,2016,5.4
Конец игры,фильм-триллер [1]  и  драматический фильм [1],Гари Уикс,Великобритания,2001,5.5
Конец дня,драма,Жюльен Дювивье,Франция [1],1939,7.8
Конец каникул,музыкальный фильм,Сергей Лысенко,СССР,1986,7.9
Конец Вечности,фантастика,Андрей Ермаш,СССР,1987,6.1
Конец атамана,"приключенческий   боевик ,  истерн [1]",Шакен Айманов,СССР,1970,7.1
Конец агента,фильм-пародия,Вацлав Ворличек,Чехословакия,1967,7.0
"Конец августа, начало сентября",драма,Оливье Ассаяс,Франция,1998,6.8
Конец «Сатурна»,военный фильм,Виллен Азаров,СССР,1968,7.4
Конёк-Горбунок,фильм-сказка,Александр Роу,СССР,1941,7.0
Конец Бриджит Маккин,комедия,Эдвин Портер,США,1901,5.4
Кондитер,драматический фильм [1]  и  ЛГБТ-фильм [d],Ofir Raul Graizer [d],Израиль [5]   Германия [5],"4 июля   2017 ,  6 июня   2018 [1] ,  1 ноября   2018 [2]  и  1 февраля   2018 [3]",7.3
Кондитерская «Антик»,Кинокомедия,Мин Гю-Дон,Республика Корея,2008,6.8
Коней на переправе не меняют,производственная  драма,Гавриил Егиазаров,СССР,1980,5.6
Конгресс танцует,музыкальная   кинокомедия,Эрик Шарель,Германское государство,1931,7.0
Конго,"приключения ,  фантастика",Фрэнк Маршалл,США,1995,5.3
Конвой,драма,Алексей Мизгирёв,Россия,2012,6.2
Конвой,"приключенческий фильм , роуд-муви",Сэм Пекинпа Джеймс Коберн [1],США,1978,6.3
Конгресс,фантастика анимация,Ари Фольман Йони Гудман (анимация),Израиль   Польша   Германия   Люксембург   Франция   Бельгия,2013,6.4
Конвой PQ-17,военный фильм драма,Александр Котт,Россия,,6.2
Конвоиры,комедия,Деннис Хоппер,США,1994,5.2
Конверт,фильм ужасов,Владимир Марков,Россия,2017,5.4
Конверт,драма    фантастика,Алексей Нужный,США   Россия,2012,7.2
Конвейер смерти,драма,Иван Пырьев,СССР,1933,5.5
Кон-Тики,"исторический 
 драма 
 приключения",Эспен Сандберг Йоахим Роннинг [en],Норвегия   Дания   Великобритания   Германия   Швеция,2012,7.1
Конан-разрушитель,"приключенческий фильм ,  фэнтези",Ричард Флейшер,США,1984,5.9
Комэск,,Геннадий Костюков,СССР,1965,7.5
Конан-варвар,меч и колдовство фэнтези боевик приключения,Маркус Ниспель,США,2011,5.1
Кому я должен — всем прощаю,комедия,Валерий Пендраковский,Россия,1998,5.2
